TPA,BENEFL,Clarity Benefit Solutions,77 Brant Avenue,Suite 206,Clark,NJ,07066,,,,,
PLN,BENEFL,BENINTERC,The Interchurch Center,HRA,HRA,20201201            ,20211130            ,,20220228            ,90,0.00,0.00
EMP,BENEFL,BENINTEX,Intex Millwork Solutions,203931580,c/o Michelle Ernst  45 Mill Street,,Mays Landing,NJ,08330,mernst@intexmillwork.com,856-293-4100,
PLN,BENEFL,BENINTEX,Intex Millwork Solutions,HRA,HRA-ADVANTAGE,20200101            ,20201231            ,,20210331            ,90,0.00,0.00
PLN,BENEFL,BENINTEX,Intex Millwork Solutions,HRA,HRA-EPO,20200101            ,20201231            ,,20210331            ,90,0.00,0.00
EMP,BENEFL,BENINTLS,International Schools Services,131926673,International School Services,15 Roszel Road,Princeton,NJ,08540,dbryant@iss.edu,609-452-0990,
PLN,BENEFL,BENINTLS,International Schools Services,DCP,DCA,20040901            ,20050831            ,,20051231            ,,,
PLN,BENEFL,BENINTLS,International Schools Services,DCP,DCA,20050901            ,20060831            ,,20061130            ,,,
PLN,BENEFL,BENINTLS,International Schools Services,DCP,DCA,20060901            ,20070831            ,,20070831            ,,,
PLN,BENEFL,BENINTLS,International Schools Services,DCP,DCA,20070901            ,20080831            ,,20080831            ,,,
PLN,BENEFL,BENINTLS,International Schools Services,DCP,DCA,20080901            ,20090831            ,,20090831            ,,,
PLN,BENEFL,BENINTLS,International Schools Services,DCP,DCA,20090901            ,20100831            ,,20101130            ,,0.00,0.00
PLN,BENEFL,BENINTLS,International Schools Services,DCP,DCA,20100901            ,20110831            ,,20111130            ,90,0.00,0.00
PLN,BENEFL,BENINTLS,International Schools Services,DCP,DCA,20110901            ,20120831            ,,20121130            ,90,0.00,5000.00
PLN,BENEFL,BENINTLS,International Schools Services,DCP,DCA,20120901            ,20130831            ,,20131130            ,90,0.00,5000.00
PLN,BENEFL,BENINTLS,International Schools Services,DCP,DCA,20130901            ,20140831            ,,20141130            ,90,0.00,0.00
PLN,BENEFL,BENINTLS,International Schools Services,DCP,DCA,20140901            ,20150831            ,,20151130            ,90,0.00,5000.00
PLN,BENEFL,BENINTLS,International Schools Services,DCP,DCA,20150901            ,20160831            ,,20161130            ,90,0.00,5000.00
PLN,BENEFL,BENINTLS,International Schools Services,DCP,DCA,20160901            ,20170831            ,,20171130            ,90,0.00,5000.00
PLN,BENEFL,BENINTLS,International Schools Services,DCP,DCA,20170901            ,20180831            ,,20181130            ,90,0.00,5000.00
PLN,BENEFL,BENINTLS,International Schools Services,DCP,DCA,20180901            ,20190831            ,,20191130            ,90,0.00,5000.00
PLN,BENEFL,BENINTLS,International Schools Services,DCP,DCA,20190901            ,20200831            ,,20201130            ,90,0.00,5000.00
PLN,BENEFL,BENINTLS,International Schools Services,DCP,DCA,20200901            ,20210831            ,ROLLOVER,20211130            ,90,0.00,5000.00
PLN,BENEFL,BENINTLS,International Schools Services,FSA,MED,20040901            ,20050831            ,,20051231            ,,,
PLN,BENEFL,BENINTLS,International Schools Services,FSA,MED,20050901            ,20060831            ,,20061130            ,,,
PLN,BENEFL,BENINTLS,International Schools Services,FSA,MED,20060901            ,20070831            ,GRACE,20071215            ,,,
PLN,BENEFL,BENINTLS,International Schools Services,FSA,MED,20070901            ,20080831            ,GRACE,20081231            ,,,
PLN,BENEFL,BENINTLS,International Schools Services,FSA,MED,20080901            ,20090831            ,GRACE,20091015            ,,,
PLN,BENEFL,BENINTLS,International Schools Services,FSA,MED,20090901            ,20100831            ,GRACE,20101031            ,,0.00,0.00
PLN,BENEFL,BENINTLS,International Schools Services,FSA,MED,20100901            ,20110831            ,GRACE,20111130            ,90,0.00,0.00
PLN,BENEFL,BENINTLS,International Schools Services,FSA,MED,20110901            ,20120831            ,GRACE,20121130            ,90,0.00,5000.00
PLN,BENEFL,BENINTLS,International Schools Services,FSA,MED,20120901            ,20130831            ,GRACE,20131130            ,90,0.00,5000.00
PLN,BENEFL,BENINTLS,International Schools Services,FSA,MED,20130901            ,20140831            ,GRACE,20141130            ,90,0.00,0.00
PLN,BENEFL,BENINTLS,International Schools Services,FSA,MED,20140901            ,20150831            ,GRACE,20151215            ,90,0.00,2550.00
PLN,BENEFL,BENINTLS,International Schools Services,FSA,MED,20150901            ,20160831            ,GRACE,20161215            ,90,0.00,2550.00
PLN,BENEFL,BENINTLS,International Schools Services,FSA,MED,20160901            ,20170831            ,GRACE,20171215            ,90,0.00,2550.00
PLN,BENEFL,BENINTLS,International Schools Services,FSA,MED,20170901            ,20180831            ,GRACE,20181231            ,90,0.00,2550.00
PLN,BENEFL,BENINTLS,International Schools Services,FSA,MED,20180901            ,20190831            ,GRACE,20191215            ,90,0.00,2550.00
PLN,BENEFL,BENINTLS,International Schools Services,FSA,MED,20190901            ,20200831            ,,20201130            ,90,0.00,2700.00
PLN,BENEFL,BENINTLS,International Schools Services,FSA,MED,20200901            ,20210831            ,ROLLOVER,20211130            ,90,0.00,2750.00
PLN,BENEFL,BENINTLS,International Schools Services,LPF,LPFSA,20180901            ,20190831            ,GRACE,20191215            ,90,0.00,2650.00
PLN,BENEFL,BENINTLS,International Schools Services,LPF,LPFSA,20190901            ,20200831            ,,20201130            ,90,0.00,2700.00
PLN,BENEFL,BENINTLS,International Schools Services,LPF,LPFSA,20200901            ,20210831            ,ROLLOVER,20211130            ,90,0.00,2750.00
PLN,BENEFL,BENINTLS,International Schools Services,RO2,LPFSA-ROLL,20200901            ,20210831            ,,20211130            ,90,0.00,0.01
PLN,BENEFL,BENINTLS,International Schools Services,RO3,DCA-ROLL,20200901            ,20210831            ,,20211130            ,90,0.00,0.01
PLN,BENEFL,BENINTLS,International Schools Services,ROL,FSA-ROLL,20200901            ,20210831            ,,20211130            ,90,0.00,0.01
EMP,BENEFL,BENINTMED,Internal Medicine Associates,753075644,700 Veterans Memorial Highway,Suite 315,Hauppauge,NY,11788,deirdre_lynn@delucaplanning.com,631-827-5500,
PLN,BENEFL,BENINTMED,Internal Medicine Associates,HR2,HRA2,20171201            ,20181130            ,,20190228            ,90,0.00,0.00
PLN,BENEFL,BENINTMED,Internal Medicine Associates,HR2,HRA2,20181201            ,20181231            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENINTMED,Internal Medicine Associates,HR2,HRA2,20190101            ,20191130            ,,20200229            ,90,0.00,0.00
PLN,BENEFL,BENINTMED,Internal Medicine Associates,HR3,HRA3,20171201            ,20181130            ,,20190228            ,90,0.00,0.00
PLN,BENEFL,BENINTMED,Internal Medicine Associates,HR3,HRA3,20181201            ,20181231            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENINTMED,Internal Medicine Associates,HR3,HRA3,20190101            ,20191130            ,,20200229            ,90,0.00,0.00
PLN,BENEFL,BENINTMED,Internal Medicine Associates,HRA,HRA1,20171201            ,20181130            ,,20190228            ,90,0.00,0.00
PLN,BENEFL,BENINTMED,Internal Medicine Associates,HRA,HRA1,20181201            ,20181231            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENINTMED,Internal Medicine Associates,HRA,HRA1,20190101            ,20191130            ,,20200229            ,90,0.00,0.00
PLN,BENEFL,BENINTMED,Internal Medicine Associates,HRA,HRA1,20200701            ,20210630            ,,20210930            ,90,0.00,0.00
PLN,BENEFL,BENINTMED,Internal Medicine Associates,HRA,HRA2,20200701            ,20210630            ,,20210930            ,90,0.00,0.00
PLN,BENEFL,BENINTMED,Internal Medicine Associates,HRA,HRA3,20200701            ,20210630            ,,20210930            ,90,0.00,0.00
EMP,BENEFL,BENINTRAC,"Intracta, LLC",300995622,"630 Ninth Avenue, Suite 203",,New York,NY,10036,jim_abramson@bramson.com,212-265-3500,
PLN,BENEFL,BENINTRAC,"Intracta, LLC",HRA,HRA,20180401            ,20190331            ,,20190630            ,90,0.00,0.00
PLN,BENEFL,BENINTRAC,"Intracta, LLC",HRA,HRA,20190401            ,20200331            ,,20200630            ,90,0.00,0.00
PLN,BENEFL,BENINTRAC,"Intracta, LLC",HRA,HRA,20200401            ,20210331            ,,20210630            ,90,0.00,0.00
EMP,BENEFL,BENINTROM,Intarome Fragrance Corp,132629050,c/o Intarome Fragrance Corp,370 Chestnut Street,Norwood,NJ,07648,afleshman@intarome.com,201-767-8700,
PLN,BENEFL,BENINTROM,Intarome Fragrance Corp,HRA,DIRECT,20170101            ,20171231            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENINTROM,Intarome Fragrance Corp,HRA,DIRECT,20180101            ,20181231            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENINTROM,Intarome Fragrance Corp,HRA,DIRECT,20190101            ,20191014            ,,20200115            ,90,0.00,0.00
PLN,BENEFL,BENINTROM,Intarome Fragrance Corp,HRA,EPO,20170101            ,20171231            ,,20180331            ,90,0.00,0.00
PLN,BENEFL,BENINTROM,Intarome Fragrance Corp,HRA,EPO,20180101            ,20181231            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENINTROM,Intarome Fragrance Corp,HRA,EPO,20190101            ,20191014            ,,20200115            ,90,0.00,0.00
PLN,BENEFL,BENINTROM,Intarome Fragrance Corp,HRA,HRA,20170101            ,20171231            ,,20180331            ,90,0.00,0.00
PLN,BENEFL,BENINTROM,Intarome Fragrance Corp,HRA,OMNIA,20170101            ,20171231            ,,20180331            ,90,0.00,0.00
PLN,BENEFL,BENINTROM,Intarome Fragrance Corp,HRA,OMNIA,20180101            ,20181231            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENINTROM,Intarome Fragrance Corp,HRA,OMNIA,20190101            ,20191014            ,,20200115            ,90,0.00,0.00
PLN,BENEFL,BENINTROM,Intarome Fragrance Corp,HRA,PLANA,20191015            ,20191231            ,,20200331            ,90,1500.00,3000.00
PLN,BENEFL,BENINTROM,Intarome Fragrance Corp,HRA,PLANA,20200101            ,20201231            ,,20210331            ,90,0.00,0.00
PLN,BENEFL,BENINTROM,Intarome Fragrance Corp,HRA,PLANB,20191015            ,20191231            ,,20200331            ,90,0.00,0.00
PLN,BENEFL,BENINTROM,Intarome Fragrance Corp,HRA,PLANB,20200101            ,20201231            ,,20210331            ,90,0.00,0.00
PLN,BENEFL,BENINTROM,Intarome Fragrance Corp,MRA,EXECHRA,20190101            ,20191014            ,,20200115            ,,0.00,0.00
PLN,BENEFL,BENINTROM,Intarome Fragrance Corp,MRA,EXECHRA,20191015            ,20191231            ,,20200331            ,,0.00,0.00
PLN,BENEFL,BENINTROM,Intarome Fragrance Corp,MRA,EXECHRA,20200101            ,20201231            ,,20210331            ,,0.00,0.00
EMP,BENEFL,BENINTSOL,Intralogic Solutions,201681666,511 Ocean Ave,,Massapequa,NY,11758,,516-799-7061,
PLN,BENEFL,BENINTSOL,Intralogic Solutions,DCP,DCA,20191201            ,20201130            ,GRACE,20210315            ,90,0.00,5000.00
PLN,BENEFL,BENINTSOL,Intralogic Solutions,FSA,MED,20191201            ,20201130            ,,20210228            ,90,0.00,2750.00
EMP,BENEFL,BENINVDIG,Invenio Digital Inc,470980658,c/o Invenio Digital Inc,"1359 Broadway, 7th Fl",New York,NY,10018,anisha.mody@pixacore.com,646-688-2782,
PLN,BENEFL,BENINVDIG,Invenio Digital Inc,DCP,DCA,20170601            ,20180531            ,,20180831            ,90,0.00,5000.00
PLN,BENEFL,BENINVDIG,Invenio Digital Inc,DCP,DCA,20180601            ,20190531            ,,20190831            ,90,0.00,5000.00
PLN,BENEFL,BENINVDIG,Invenio Digital Inc,DCP,DCA,20190601            ,20200531            ,,20200831            ,90,0.00,5000.00
PLN,BENEFL,BENINVDIG,Invenio Digital Inc,DCP,DCA,20200601            ,20210531            ,,20210831            ,90,0.00,5000.00
PLN,BENEFL,BENINVDIG,Invenio Digital Inc,FSA,MED,20170601            ,20180531            ,,20180831            ,90,0.00,2600.00
PLN,BENEFL,BENINVDIG,Invenio Digital Inc,FSA,MED,20180601            ,20190531            ,ROLLOVER,20190831            ,90,0.00,2650.00
PLN,BENEFL,BENINVDIG,Invenio Digital Inc,FSA,MED,20190601            ,20200531            ,ROLLOVER,20200831            ,90,0.00,2700.00
PLN,BENEFL,BENINVDIG,Invenio Digital Inc,FSA,MED,20200601            ,20210531            ,ROLLOVER,20210831            ,90,0.00,2750.00
PLN,BENEFL,BENINVDIG,Invenio Digital Inc,ROL,FSAROL,20170601            ,20180531            ,GRACE,20180831            ,90,0.00,500.00
PLN,BENEFL,BENINVDIG,Invenio Digital Inc,ROL,FSAROLL,20180601            ,20190531            ,,20190831            ,90,0.00,500.00
PLN,BENEFL,BENINVDIG,Invenio Digital Inc,ROL,FSAROLL,20190601            ,20200531            ,,20200831            ,90,0.00,500.00
PLN,BENEFL,BENINVDIG,Invenio Digital Inc,ROL,FSAROLL,20200601            ,20210531            ,,20210831            ,90,0.00,500.00
EMP,BENEFL,BENINVNT,Invnt LLC,800196891,"524 Broadway, Floor 4",,New York,NY,10012,lforgea@invnt.com,212-334-3415,
PLN,BENEFL,BENINVNT,Invnt LLC,DCP,DCA,20180101            ,20181231            ,,20190331            ,90,0.00,5000.00
PLN,BENEFL,BENINVNT,Invnt LLC,FSA,MED,20180101            ,20180101            ,ROLLOVER,20180101            ,0,0.00,2700.00
PLN,BENEFL,BENINVNT,Invnt LLC,FSA,MED,20180101            ,20181231            ,,20190331            ,90,0.00,2650.10
PLN,BENEFL,BENINVNT,Invnt LLC,HRA,HRA,20171001            ,20180930            ,,20181231            ,90,0.00,0.00
PLN,BENEFL,BENINVNT,Invnt LLC,HRA,HRA,20181001            ,20190930            ,,20191231            ,90,0.00,0.00
PLN,BENEFL,BENINVNT,Invnt LLC,HRA,HRA,20191001            ,20200930            ,,20201231            ,90,0.00,0.00
PLN,BENEFL,BENINVNT,Invnt LLC,HRA,HRA,20201001            ,20210331            ,,20210331            ,90,0.00,0.00
PLN,BENEFL,BENINVNT,Invnt LLC,ROL,FSAROLL,20180101            ,20181231            ,,20190331            ,90,0.00,500.00
EMP,BENEFL,BENIPOINC,"Independence Prosthetics-Orthotics, Inc.",205730201,200 Banning Street,Suite 200,Dover,DE,19904,adawson@independencepo.com,302-369-9476,
PLN,BENEFL,BENIPOINC,"Independence Prosthetics-Orthotics, Inc.",DCP,DCA,20170101            ,20171231            ,,20180331            ,90,0.00,5000.00
PLN,BENEFL,BENIPOINC,"Independence Prosthetics-Orthotics, Inc.",DCP,DCA,20180101            ,20181231            ,,20190331            ,90,0.00,5000.00
PLN,BENEFL,BENIPOINC,"Independence Prosthetics-Orthotics, Inc.",DCP,DCA,20190101            ,20191231            ,,20200331            ,90,0.00,5000.00
PLN,BENEFL,BENIPOINC,"Independence Prosthetics-Orthotics, Inc.",DCP,DCA,20200101            ,20201231            ,,20210331            ,90,0.00,5000.00
PLN,BENEFL,BENIPOINC,"Independence Prosthetics-Orthotics, Inc.",FSA,MED,20170101            ,20171231            ,,20180331            ,90,0.00,2600.00
PLN,BENEFL,BENIPOINC,"Independence Prosthetics-Orthotics, Inc.",FSA,MED,20180101            ,20181231            ,,20190331            ,90,0.00,2650.10
PLN,BENEFL,BENIPOINC,"Independence Prosthetics-Orthotics, Inc.",FSA,MED,20190101            ,20191231            ,ROLLOVER,20200331            ,90,0.00,2700.00
PLN,BENEFL,BENIPOINC,"Independence Prosthetics-Orthotics, Inc.",FSA,MED,20200101            ,20201231            ,ROLLOVER,20210331            ,90,0.00,2750.00
PLN,BENEFL,BENIPOINC,"Independence Prosthetics-Orthotics, Inc.",RO3,DCA-ROLL,20200101            ,20201231            ,,20210331            ,90,0.00,0.01
PLN,BENEFL,BENIPOINC,"Independence Prosthetics-Orthotics, Inc.",ROL,FSAROLL,20170101            ,20171231            ,GRACE,20180331            ,90,0.00,500.00
PLN,BENEFL,BENIPOINC,"Independence Prosthetics-Orthotics, Inc.",ROL,FSAROLL,20180101            ,20181231            ,,20190331            ,90,0.00,500.00
PLN,BENEFL,BENIPOINC,"Independence Prosthetics-Orthotics, Inc.",ROL,FSAROLL,20190101            ,20191231            ,,20200331            ,90,0.00,500.00
PLN,BENEFL,BENIPOINC,"Independence Prosthetics-Orthotics, Inc.",ROL,FSAROLL,20200101            ,20201231            ,,20210331            ,90,0.00,500.00
EMP,BENEFL,BENAEPG,AEPG Wealth Strategies,222454043,"25 Independence Blvd, Suite 102",,Warren,NJ,07059,jnista@aepg.com,908-821-9870,
PLN,BENEFL,BENAEPG,AEPG Wealth Strategies,DCP,DCA,20170101            ,20171231            ,GRACE,20180415            ,90,0.00,5000.00
PLN,BENEFL,BENAEPG,AEPG Wealth Strategies,DCP,DCA,20180101            ,20181231            ,GRACE,20190415            ,90,0.00,5000.00
PLN,BENEFL,BENAEPG,AEPG Wealth Strategies,DCP,DCA,20190101            ,20190930            ,GRACE,20191231            ,90,0.00,5000.00
PLN,BENEFL,BENAEPG,AEPG Wealth Strategies,FSA,MED,20170101            ,20171231            ,GRACE,20180415            ,90,0.00,2650.00
PLN,BENEFL,BENAEPG,AEPG Wealth Strategies,FSA,MED,20180101            ,20181231            ,GRACE,20190415            ,90,0.00,2650.00
PLN,BENEFL,BENAEPG,AEPG Wealth Strategies,FSA,MED,20190101            ,20190930            ,,20191231            ,90,0.00,2700.00
PLN,BENEFL,BENAEPG,AEPG Wealth Strategies,HRA,HRA,20170101            ,20171231            ,,20180331            ,90,0.00,0.00
PLN,BENEFL,BENAEPG,AEPG Wealth Strategies,HRA,HRA,20180101            ,20181231            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENAEPG,AEPG Wealth Strategies,HRA,HRA,20190101            ,20190930            ,,20191231            ,90,0.00,0.00
PLN,BENEFL,BENAEPG,AEPG Wealth Strategies,LPF,LPFSA,20170101            ,20171231            ,GRACE,20180415            ,90,0.00,2600.00
PLN,BENEFL,BENAEPG,AEPG Wealth Strategies,LPF,LPFSA,20180101            ,20181231            ,GRACE,20190415            ,90,0.00,2650.00
PLN,BENEFL,BENAEPG,AEPG Wealth Strategies,LPF,LPFSA,20190101            ,20190930            ,,20191231            ,90,0.00,2700.00
PLN,BENEFL,BENAEPG,AEPG Wealth Strategies,MRA,EXECHRA,20170101            ,20171231            ,,20180331            ,90,0.00,0.00
PLN,BENEFL,BENAEPG,AEPG Wealth Strategies,MRA,EXECHRA,20180101            ,20181231            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENAEPG,AEPG Wealth Strategies,MRA,EXECHRA,20190101            ,20190930            ,,20191231            ,90,0.00,0.00
