ClientName,DivisionName,ModeOrder,ModeName,Description,Qty
BDG Media Inc.,BDG MEDIA INC,1,Letters,COBRA General Rights Notice,13
BDG Media Inc.,BDG MEDIA INC,1,Letters,COBRA Specific Rights Notice Letter,16
BDG Media Inc.,BDG MEDIA INC,1,Letters,COBRA Termination Notice,2
BDG Media Inc.,BDG MEDIA INC,1,Letters,Conversion Option Notice,1
BDG Media Inc.,BDG MEDIA INC,1,Letters,Late Payment Reminder,3
BDG Media Inc.,BDG MEDIA INC,1,Letters,QB Premium Coupon Book,1
BDG Media Inc.,BDG MEDIA INC,2,Inserts,HIPAA Certificate,15
"Bell Fuel Oil, LLC","Bell Fuel Oil, LLC",1,Letters,Plan Change Notice,1
"Benjamin Obdyke, Inc.","Benjamin Obdyke, Inc.",1,Letters,COBRA General Rights Notice,2
Benson Motor Company,Best Chevrolet,1,Letters,COBRA General Rights Notice,2
Benson Motor Company,Best Chevrolet,1,Letters,Late Payment Reminder,1
Benson Motor Company,Cadillac of New Orleans,1,Letters,COBRA Specific Rights Notice Letter,2
Benson Motor Company,Cadillac of New Orleans,1,Letters,Enrollment Confirmation Notice,1
Benson Motor Company,Cadillac of New Orleans,1,Letters,QB Open Enrollment Notification,1
Benson Motor Company,Cadillac of New Orleans,2,Inserts,HIPAA Certificate,2
Benson Motor Company,Mercedes Benz of New Orleans,1,Letters,COBRA Specific Rights Notice Letter,1
Benson Motor Company,Mercedes Benz of New Orleans,1,Letters,QB Open Enrollment Notification,1
Benson Motor Company,Mercedes Benz of New Orleans,2,Inserts,HIPAA Certificate,1
Big Bus Tours Los Angeles INC,Big Bus Tours Los Angeles INC,1,Letters,COBRA General Rights Notice,1
Big Bus Tours NY,Taxi Tours Inc,1,Letters,COBRA Termination Notice,1
Big Bus Tours NY,Taxi Tours Inc,1,Letters,Late Payment Reminder,1
Big Bus Tours NY,Taxi Tours Inc,2,Inserts,HIPAA Certificate,1
Bill's Custom Fab,Bill's Custom Fab,1,Letters,COBRA Specific Rights Notice Letter,1
Bill's Custom Fab,Bill's Custom Fab,2,Inserts,HIPAA Certificate,1
BIN Insurance Holdings LLC,Insureon,1,Letters,45 Day Notice With 1st Premium Month Paid,2
BIN Insurance Holdings LLC,Insureon,1,Letters,Late Payment Reminder,1
BIN Insurance Holdings LLC,Insureon,1,Letters,Open Enrollment Reminder,25
BIN Insurance Holdings LLC,Insureon,1,Letters,Plan Change Notice,29
BIN Insurance Holdings LLC,Insureon,1,Letters,QB Open Enrollment Notification,35
Biohabitats Inc.,Biohabitats Inc.,1,Letters,COBRA General Rights Notice,1
Biohabitats Inc.,Biohabitats Inc.,1,Letters,Late Payment Reminder,1
"BioStem Technologies, Inc.","BioStem Technologies, Inc.",1,Letters,COBRA Specific Rights Notice Letter,4
"BioStem Technologies, Inc.","BioStem Technologies, Inc.",1,Letters,Conversion Option Notice,1
"BioStem Technologies, Inc.","BioStem Technologies, Inc.",2,Inserts,HIPAA Certificate,4
"Blackfynn, Inc.","Blackfynn, Inc.",1,Letters,45 Day Notice With Partial Payment (insignificant payment amount),1
"Blackfynn, Inc.","Blackfynn, Inc.",1,Letters,Enrollment Confirmation Notice,1
"Blackfynn, Inc.","Blackfynn, Inc.",1,Letters,Late Payment Reminder,3
"Blackfynn, Inc.","Blackfynn, Inc.",1,Letters,Plan Change Notice,1
Block Electric Company,Block Electric Company,1,Letters,COBRA General Rights Notice,2
Bloom Engineering Company Inc.,Bloom Engineering Company Inc.,1,Letters,Late Payment Reminder,1
Blower-Dempsay Corp,Blower-Dempsay Corp,1,Letters,Takeover Notice,1
"Blue Wave Products, Inc.","Blue Wave Products, Inc.",1,Letters,COBRA Specific Rights Notice Letter,1
"Blue Wave Products, Inc.","Blue Wave Products, Inc.",1,Letters,Conversion Option Notice,1
"Blue Wave Products, Inc.","Blue Wave Products, Inc.",1,Letters,Medicare Notice,1
"Blue Wave Products, Inc.","Blue Wave Products, Inc.",1,Letters,QB Premium Coupon Book,1
"Blue Wave Products, Inc.","Blue Wave Products, Inc.",1,Letters,Takeover Notice,2
"Blue Wave Products, Inc.","Blue Wave Products, Inc.",2,Inserts,HIPAA Certificate,1
"Bolay Enterprises, LLC","Bolay Enterprises, LLC",1,Letters,COBRA General Rights Notice,5
"Bolay Enterprises, LLC","Bolay Enterprises, LLC",1,Letters,COBRA Specific Rights Notice Letter,4
"Bolay Enterprises, LLC","Bolay Enterprises, LLC",1,Letters,Late Payment Reminder,2
"Bolay Enterprises, LLC","Bolay Enterprises, LLC",2,Inserts,HIPAA Certificate,3
Boswell Engineering Inc,Boswell Engineering Inc,1,Letters,COBRA General Rights Notice,2
Boswell Engineering Inc,Boswell Engineering Inc,1,Letters,COBRA Specific Rights Notice Letter,10
Boswell Engineering Inc,Boswell Engineering Inc,1,Letters,Insignificant Payment Notice,1
Boswell Engineering Inc,Boswell Engineering Inc,1,Letters,Late Payment Reminder,1
Boswell Engineering Inc,Boswell Engineering Inc,1,Letters,Plan Change Notice,15
Boswell Engineering Inc,Boswell Engineering Inc,1,Letters,QB Premium Coupon Book,1
Boswell Engineering Inc,Boswell Engineering Inc,2,Inserts,HIPAA Certificate,5
"Bove Industries, Inc","Bove Industries, Inc",1,Letters,COBRA Specific Rights Notice Letter,3
"Bove Industries, Inc","Bove Industries, Inc",2,Inserts,HIPAA Certificate,3
Brilla College Preparatory Charter Schools,Brilla College Preparatory Charter Schools,1,Letters,COBRA Specific Rights Notice Letter,1
Brilla College Preparatory Charter Schools,Brilla College Preparatory Charter Schools,2,Inserts,HIPAA Certificate,1
Brock & Co,Brock & Co,1,Letters,COBRA Specific Rights Notice Letter,4
Brock & Co,Brock & Co,1,Letters,Conversion Option Notice,4
Brock & Co,Brock & Co,1,Letters,Late Payment Reminder,2
Brock & Co,Brock & Co,2,Inserts,HIPAA Certificate,3
Brother's Brother Foundation,Brother's Brother Foundation,1,Letters,COBRA General Rights Notice,1
Brother's Brother Foundation,Brother's Brother Foundation,1,Letters,COBRA Specific Rights Notice Letter,1
"BRUNS-PAK Enterprises, Inc.","BRUNS-PAK Enterprises, Inc.",1,Letters,Late Payment Reminder,1
Burke Construction Group,Burke Construction Group,1,Letters,COBRA General Rights Notice,3
Burke Construction Group,Burke Construction Group,1,Letters,Late Payment Reminder,1
Butler Fence Co.,Butler Fence Co.,1,Letters,Plan Change Notice,4
Butts County Board Commissioners,Butts County Board Commissioners,1,Letters,COBRA General Rights Notice,2
Butts County Board Commissioners,Butts County Board Commissioners,1,Letters,COBRA Specific Rights Notice Letter,3
Butts County Board Commissioners,Butts County Board Commissioners,1,Letters,COBRA Termination Notice,1
Butts County Board Commissioners,Butts County Board Commissioners,2,Inserts,HIPAA Certificate,4
"C&K Market, Inc.","C&K Market, Inc.",1,Letters,COBRA General Rights Notice,2
"C&K Market, Inc.","C&K Market, Inc.",1,Letters,COBRA Specific Rights Notice Letter,7
"C&K Market, Inc.","C&K Market, Inc.",1,Letters,Enrollment Confirmation Notice,2
"C&K Market, Inc.","C&K Market, Inc.",1,Letters,Late Payment Reminder,2
"C&K Market, Inc.","C&K Market, Inc.",2,Inserts,HIPAA Certificate,6
C&R Electric,C&R Electric,1,Letters,COBRA General Rights Notice,2
Capmar Realty,Capmar Realty,1,Letters,Late Payment Reminder,5
"CareCloud, Inc.","CareCloud, Inc.",1,Letters,COBRA Specific Rights Notice Letter,1
"CareCloud, Inc.","CareCloud, Inc.",1,Letters,Open Election Summary,1
"CareCloud, Inc.","CareCloud, Inc.",1,Letters,Open Enrollment Reminder,1
"CareCloud, Inc.","CareCloud, Inc.",1,Letters,Plan Change Notice,19
"CareCloud, Inc.","CareCloud, Inc.",1,Letters,QB Open Enrollment Notification,19
"CareCloud, Inc.","CareCloud, Inc.",2,Inserts,HIPAA Certificate,1
"CareCloud, Inc.",MedSR,1,Letters,AEI 2021 Subsidy Eligible Notice,3
"CareCloud, Inc.",MedSR,1,Letters,Conversion Option Notice,2
"CareCloud, Inc.",MedSR,1,Letters,Medicare Notice,3
"CareCloud, Inc.",MedSR,1,Letters,Plan Change Notice,5
"CareCloud, Inc.",MedSR,1,Letters,Takeover Notice,7
"CareCloud, Inc.",Meridian,1,Letters,Open Enrollment Reminder,3
"CareCloud, Inc.",Meridian,1,Letters,Plan Change Notice,7
"CareCloud, Inc.",Meridian,1,Letters,QB Open Enrollment Notification,7
"CareCloud, Inc.",Meridian,1,Letters,QB Premium Coupon Book,2
"CareCloud, Inc.",MTBC Acquisition,1,Letters,Open Enrollment Reminder,1
"CareCloud, Inc.",MTBC Acquisition,1,Letters,Plan Change Notice,1
"CareCloud, Inc.",MTBC Acquisition,1,Letters,QB Open Enrollment Notification,1
"CareCloud, Inc.",MTBC Health,1,Letters,Conversion Option Notice,1
"CareCloud, Inc.",MTBC Health,1,Letters,Plan Change Notice,4
"CareCloud, Inc.",MTBC Health,1,Letters,QB Open Enrollment Notification,4
"CareCloud, Inc.",MTBC Med,1,Letters,Conversion Option Notice,1
"CareCloud, Inc.",MTBC Med,1,Letters,Plan Change Notice,3
"CareCloud, Inc.",MTBC Med,1,Letters,QB Open Enrollment Notification,3
"CareCloud, Inc.",MTBC Practice Management,1,Letters,Conversion Option Notice,3
"CareCloud, Inc.",MTBC Practice Management,1,Letters,Plan Change Notice,6
"CareCloud, Inc.",MTBC Practice Management,1,Letters,QB Open Enrollment Notification,6
"CareCloud, Inc.","MTBC, Inc.",1,Letters,COBRA General Rights Notice,6
"CareCloud, Inc.","MTBC, Inc.",1,Letters,COBRA Specific Rights Notice Letter,18
"CareCloud, Inc.","MTBC, Inc.",1,Letters,Late Payment Reminder,3
"CareCloud, Inc.","MTBC, Inc.",1,Letters,Open Election Summary,2
"CareCloud, Inc.","MTBC, Inc.",1,Letters,Open Enrollment Reminder,5
"CareCloud, Inc.","MTBC, Inc.",1,Letters,Partial Payment Notice,1
"CareCloud, Inc.","MTBC, Inc.",1,Letters,Participant Communication,1
"CareCloud, Inc.","MTBC, Inc.",1,Letters,Plan Change Notice,152
"CareCloud, Inc.","MTBC, Inc.",1,Letters,QB Open Enrollment Notification,164
"CareCloud, Inc.","MTBC, Inc.",2,Inserts,HIPAA Certificate,15
Caring Professionals Inc.,Caring Professionals Inc.,1,Letters,COBRA General Rights Notice,2
Caring Professionals Inc.,Caring Professionals Inc.,1,Letters,Late Payment Reminder,2
Caring Professionals Inc.,Caring Professionals Inc.,1,Letters,Participant Communication,1
Caring Professionals Inc.,Caring Professionals Inc.,1,Letters,Plan Change Notice,1
Carr Properties,Carr Properties,1,Letters,COBRA Specific Rights Notice Letter,2
Casa de MD,Casa de MD,1,Letters,COBRA General Rights Notice,4
Casa de MD,Casa de MD,1,Letters,COBRA Specific Rights Notice Letter,2
Casa de MD,Casa de MD,2,Inserts,HIPAA Certificate,2
"Case HM, LLC",Downtown Proper Hotel,1,Letters,COBRA General Rights Notice,1
"Case HM, LLC",Downtown Proper Hotel,1,Letters,COBRA Specific Rights Notice Letter,2
"Case HM, LLC",Downtown Proper Hotel,2,Inserts,HIPAA Certificate,2
CASIS,CASIS,1,Letters,COBRA Specific Rights Notice Letter,2
CASIS,CASIS,1,Letters,Late Payment Reminder,2
CASIS,CASIS,1,Letters,Medicare Notice,1
CASIS,CASIS,1,Letters,Plan Change Notice,2
CASIS,CASIS,1,Letters,QB Premium Notice,1
CASIS,CASIS,2,Inserts,HIPAA Certificate,1
"Castlerock Resources, LLC","Castlerock Resources, LLC",1,Letters,COBRA General Rights Notice,1
Catalyst Refiners Inc.,Catalyst Refiners Inc.,1,Letters,COBRA General Rights Notice,1
Catalyst Refiners Inc.,Catalyst Refiners Inc.,1,Letters,COBRA Specific Rights Notice Letter,1
Catholic Partnership Schools,Catholic Partnership Schools,1,Letters,COBRA General Rights Notice,2
Cellucap Manufacturing Company Inc.,Cellucap Manufacturing Company Inc.,1,Letters,COBRA Specific Rights Notice Letter,1
Cellucap Manufacturing Company Inc.,Cellucap Manufacturing Company Inc.,1,Letters,Plan Change Notice,2
Cellucap Manufacturing Company Inc.,Cellucap Manufacturing Company Inc.,1,Letters,QB Open Enrollment Notification,2
Cellucap Manufacturing Company Inc.,Cellucap Manufacturing Company Inc.,2,Inserts,HIPAA Certificate,1
Cellucap Manufacturing Company Inc.,Disco,1,Letters,Plan Change Notice,5
Cellucap Manufacturing Company Inc.,Disco,1,Letters,QB Open Enrollment Notification,5
"Centaurus Technology Parterners, LLC","Centaurus Technology Parterners, LLC",1,Letters,Late Payment Reminder,1
CENTRAL JERSEY COLLEGE PREP CHARTER SCHOOL A NJ NONPROFIT CORPORATION,CENTRAL JERSEY COLLEGE PREP CHARTER SCHOOL A NJ NO,1,Letters,COBRA General Rights Notice,4
CENTRAL JERSEY COLLEGE PREP CHARTER SCHOOL A NJ NONPROFIT CORPORATION,CENTRAL JERSEY COLLEGE PREP CHARTER SCHOOL A NJ NO,1,Letters,COBRA Specific Rights Notice Letter,3
CENTRAL JERSEY COLLEGE PREP CHARTER SCHOOL A NJ NONPROFIT CORPORATION,CENTRAL JERSEY COLLEGE PREP CHARTER SCHOOL A NJ NO,1,Letters,Enrollment Confirmation Notice,1
CENTRAL JERSEY COLLEGE PREP CHARTER SCHOOL A NJ NONPROFIT CORPORATION,CENTRAL JERSEY COLLEGE PREP CHARTER SCHOOL A NJ NO,1,Letters,Plan Change Notice,1
CENTRAL JERSEY COLLEGE PREP CHARTER SCHOOL A NJ NONPROFIT CORPORATION,CENTRAL JERSEY COLLEGE PREP CHARTER SCHOOL A NJ NO,2,Inserts,HIPAA Certificate,3
Central Michigan Ins,Central Michigan Ins,1,Letters,Plan Change Notice,2
"Centre LifeLink EMS, Inc","Centre LifeLink EMS, Inc",1,Letters,COBRA Specific Rights Notice Letter,1
"Centre LifeLink EMS, Inc","Centre LifeLink EMS, Inc",2,Inserts,HIPAA Certificate,1
Cerebral Technologies Inc,Cerebral Technologies Inc,1,Letters,COBRA Termination Notice,1
Cerebral Technologies Inc,Cerebral Technologies Inc,2,Inserts,HIPAA Certificate,1
Champion Elevator Corporation,Champion Elevator Corporation,1,Letters,COBRA General Rights Notice,1
Champion Elevator Corporation,Champion Elevator Corporation,1,Letters,Conversion Option Notice,2
Champion Elevator Corporation,Champion Elevator Corporation,1,Letters,Late Payment Reminder,2
Championship Academy of Distinction at Davie High School TERM EFF 9/30/2021,Championship Academy of Distinction at Davie High ,1,Letters,Late Payment Reminder,1
Championship Academy of Distinction at Davie High School TERM EFF 9/30/2021,Championship Academy of Distinction at Davie High ,1,Letters,Plan Change Notice,3
Charles D Jones,Charles D Jones,1,Letters,COBRA Specific Rights Notice Letter,2
Charles D Jones,Charles D Jones,2,Inserts,HIPAA Certificate,2
"Chembio Diagnostic Systems,  Inc","Chembio Diagnostic Systems,  Inc",1,Letters,COBRA General Rights Notice,21
"Chembio Diagnostic Systems,  Inc","Chembio Diagnostic Systems,  Inc",1,Letters,COBRA Specific Rights Notice Letter,2
"Chembio Diagnostic Systems,  Inc","Chembio Diagnostic Systems,  Inc",1,Letters,Late Payment Reminder,1
"Chembio Diagnostic Systems,  Inc","Chembio Diagnostic Systems,  Inc",2,Inserts,HIPAA Certificate,1
Cherry Hill Hotel Management LLC,Cherry Hill Hotel Management LLC,1,Letters,Conversion Option Notice,1
Cherry Hill Hotel Management LLC,Cherry Hill Hotel Management LLC,1,Letters,Late Payment Reminder,1
Chicago Gray Line,CHICAGO GRAY LINE LTD,1,Letters,Late Payment Reminder,1
Children's Aid and Family Services,Children's Aid and Family Services,1,Letters,COBRA Specific Rights Notice Letter,3
Children's Aid and Family Services,Children's Aid and Family Services,1,Letters,Late Payment Reminder,1
Children's Aid and Family Services,Children's Aid and Family Services,2,Inserts,HIPAA Certificate,3
Children's Rights Inc.,Children's Rights Inc.,1,Letters,45 Day Notice With Partial Payment,2
Children's Rights Inc.,Children's Rights Inc.,1,Letters,Enrollment Confirmation Notice,1
Chippewa River District Library,Chippewa River District Library,1,Letters,Plan Change Notice,1
"Chive International, LLC","Chive International, LLC",1,Letters,Late Payment Reminder,1
Church of the City New York,Church of the City New York,1,Letters,COBRA Specific Rights Notice Letter,1
Church of the City New York,Church of the City New York,1,Letters,Plan Change Notice,1
Church of the City New York,Church of the City New York,2,Inserts,HIPAA Certificate,1
Ci-Group,Ci-Group,1,Letters,COBRA General Rights Notice,4
Ci-Group,Ci-Group,1,Letters,COBRA Specific Rights Notice Letter,3
Ci-Group,Ci-Group,1,Letters,COBRA Termination Notice,1
Ci-Group,Ci-Group,1,Letters,Late Payment Reminder,1
Ci-Group,Ci-Group,1,Letters,Plan Change Notice,4
Ci-Group,Ci-Group,2,Inserts,HIPAA Certificate,3
"Circa Healthcare, LLC","Circa Healthcare, LLC",1,Letters,COBRA General Rights Notice,28
"Circa Healthcare, LLC","Circa Healthcare, LLC",1,Letters,COBRA Specific Rights Notice Letter,1
"Circa Healthcare, LLC","Circa Healthcare, LLC",2,Inserts,HIPAA Certificate,1
City of Red Wing,City of Red Wing,1,Letters,COBRA General Rights Notice,2
City of Red Wing,City of Red Wing,1,Letters,COBRA Specific Rights Notice Letter,1
City of Red Wing,City of Red Wing,1,Letters,Enrollment Confirmation Notice,1
City of Red Wing,City of Red Wing,1,Letters,SPM Late Payment Reminder,2
City of Red Wing,City of Red Wing,1,Letters,SPM Termination Notice,4
City of Red Wing,City of Red Wing,1,Letters,SPM Welcome Notice,2
City of Red Wing,City of Red Wing,2,Inserts,HIPAA Certificate,1
City Sightseeing Washington DC,City Sightseeing Washington DC,1,Letters,COBRA General Rights Notice,1
City Sightseeing Washington DC,City Sightseeing Washington DC,1,Letters,COBRA Termination Notice,1
City Sightseeing Washington DC,City Sightseeing Washington DC,2,Inserts,HIPAA Certificate,1
Clarksons Platou Shipping Services USA LLC,Clarksons Platou Shipping Services USA LLC,1,Letters,COBRA Specific Rights Notice Letter,1
Clarksons Platou Shipping Services USA LLC,Clarksons Platou Shipping Services USA LLC,1,Letters,Open Enrollment Reminder,2
Clarksons Platou Shipping Services USA LLC,Clarksons Platou Shipping Services USA LLC,1,Letters,Plan Change Notice,6
Clarksons Platou Shipping Services USA LLC,Clarksons Platou Shipping Services USA LLC,1,Letters,QB Open Enrollment Notification,7
Clarksons Platou Shipping Services USA LLC,Clarksons Platou Shipping Services USA LLC,1,Letters,QB Premium Coupon Book,1
Clarksons Platou Shipping Services USA LLC,Clarksons Platou Shipping Services USA LLC,2,Inserts,HIPAA Certificate,1
"ClosedLoop.ai, Inc.","ClosedLoop.ai, Inc.",1,Letters,COBRA General Rights Notice,3
Cloudhesive,Cloudhesive,1,Letters,COBRA Specific Rights Notice Letter,3
Cloudhesive,Cloudhesive,2,Inserts,HIPAA Certificate,3
Cognitio Corp.,Cognitio Corp.,1,Letters,Enrollment Confirmation Notice,1
Cohen & Company,Cohen & Company,1,Letters,COBRA General Rights Notice,23
Cohen & Company,Cohen & Company,1,Letters,COBRA Specific Rights Notice Letter,7
Cohen & Company,Cohen & Company,1,Letters,Enrollment Confirmation Notice,1
Cohen & Company,Cohen & Company,1,Letters,Late Payment Reminder,3
Cohen & Company,Cohen & Company,1,Letters,Open Election Summary,3
Cohen & Company,Cohen & Company,1,Letters,Open Enrollment Reminder,97
Cohen & Company,Cohen & Company,1,Letters,Partial Payment Notice,1
Cohen & Company,Cohen & Company,1,Letters,Plan Change Notice,106
Cohen & Company,Cohen & Company,1,Letters,QB Open Enrollment Notification,106
Cohen & Company,Cohen & Company,1,Letters,QB Premium Coupon Book,1
Cohen & Company,Cohen & Company Marketing Associates,1,Letters,COBRA General Rights Notice,2
Cohen & Company,Cohen & Company Marketing Associates,1,Letters,COBRA Specific Rights Notice Letter,2
Cohen & Company,Cohen & Company Marketing Associates,1,Letters,COBRA Termination Notice,1
Cohen & Company,Cohen & Company Marketing Associates,1,Letters,Late Payment Reminder,1
Cohen & Company,Cohen & Company Marketing Associates,1,Letters,Open Enrollment Reminder,14
